00802890307,0
00802890307,1
00802890307,1
00802890307,3
00802890307,3
00802890307,7
00802890307,9
00802890307,11
00802890307,11
00802890307,14
00802890307,17
00802890307,20
00802890307,20
00802890307,21
00802890307,24
00802890307,24
00802890307,27
00802890307,29
00802890307,31
00802890307,31
00802890307,33
00802890307,35
00802890307,36
00802890307,38
00802890307,39
00802890307,41
00802890307,44
00802890307,44
00802890307,45
00802890307,48
00802890307,48
00802890307,49
00802890307,51
00802890307,53
00802890307,54
00802890307,55
00802890307,55
00802890307,58
00802890307,60
00802890307,60
00802890307,63
00802890307,65
00802890307,66
00802890307,67
00802890307,69
00802890307,70
00802890307,72
00802890307,73
00802890307,73
00802890307,76
00802890307,77
00802890307,79
00802890307,81
00802890307,83
00802890307,84
00802890307,85
00802890307,87
00802890307,88
00802890307,90
00802890307,91
00802890307,93
00802890307,95
00802890307,96
00802890307,98
00802890307,98
00802890307,100
00802890307,102
00802890307,104
00802890307,106
00802890307,106
00802890307,107
00802890307,115
00802890307,119
00802890307,123
00802890307,123
00802890307,126
00802890307,131
00802890307,131
00802890307,136
00802890307,138
00802890307,142
00802890307,142
00802890307,144
00802890307,145
00802890307,146
00802890307,148
00802890307,149
00802890307,150
00802890307,151
00802890307,152
00802890307,154
00802890307,155
00802890307,156
00802890307,157
00802890307,158
00802890307,160
00802890307,160
00802890307,162
00802890307,164
00802890307,165
00802890307,166
00802890307,168
00802890307,169
00802890307,170
00802890307,171
00802890307,173
00802890307,174
00802890307,175
00802890307,176
00802890307,177
00802890307,177
00802890307,180
00802890307,181
00802890307,183
00802890307,184
00802890307,185
00802890307,187
00802890307,188
00802890307,189
00802890307,190
00802890307,192
00802890307,194
00802890307,195
00802890307,197
00802890307,198
00802890307,199
00802890307,201
00802890307,202
00802890307,202
00802890307,205
00802890307,206
00802890307,207
00802890307,208
00802890307,209
00802890307,211
00802890307,212
00802890307,213
00802890307,214
00802890307,215
00802890307,217
00802890307,218
00802890307,218
00802890307,220
